work_id,work_category_recommended,state_recommended,ida_recommended,hon_ble_members_of_parliament_recommended,constituency_recommended,work_description_recommended,recommended_date_recommended,recommended_amount_recommended,sanction_date_recommended,work_category_sanctioned,state_sanctioned,ida_sanctioned,hon_ble_members_of_parliament_sanctioned,constituency_sanctioned,work_description_sanctioned,recommended_date_sanctioned,sanction_date_sanctioned,sanction_amount_sanctioned,work_status_sanctioned,work_category_completed,state_completed,ida_completed,work_description_completed,hon_ble_members_of_parliament_completed,constituency_completed,image_completed,completion_date_completed,amount_disbursed_completed,has_recommended_record,has_sanctioned_record,has_completed_record,total_paid,payment_count,first_payment_date,last_payment_date,has_payment_record,work_description,state,ida,constituency
WS/MP18123/2025-2026/186340,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal roads at Haldi,2025-03-25,999000.0,2026-03-11,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal roads at Haldi,2025-03-25,2026-03-11,999000.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Internal roads at Haldi,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2026-03-13,999000,True,True,True,999000,1.0,2026-03-13,2026-03-13,True,Internal roads at Haldi,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2025-2026/186341,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal roads at Kanchanwadi,2025-03-25,749000.0,2026-02-06,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal roads at Kanchanwadi,2025-03-25,2026-02-06,749000.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Internal roads at Kanchanwadi,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2026-02-09,749000,True,True,True,749000,1.0,2026-02-09,2026-02-09,True,Internal roads at Kanchanwadi,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2025-2026/186342,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal roads at Are,2025-03-25,995437.0,2026-02-06,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal roads at Are,2025-03-25,2026-02-06,995437.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Internal roads at Are,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2026-02-09,995437,True,True,True,995437,1.0,2026-02-09,2026-02-09,True,Internal roads at Are,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2025-2026/186346,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Cremation shed at Aslaj,2025-03-25,597025.0,2026-03-11,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Cremation shed at Aslaj,2025-03-25,2026-03-11,597025.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Cremation shed at Aslaj,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2026-03-13,597025,True,True,True,597025,1.0,2026-03-13,2026-03-13,True,Cremation shed at Aslaj,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2025-2026/190896,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of Internal Road,2025-04-12,1500000.0,2025-10-01,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of Internal Road,2025-04-12,2025-10-01,1500000.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Construction of Internal Road,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2025-10-07,1500000,True,True,True,1500000,1.0,2025-10-07,2025-10-07,True,Construction of Internal Road,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2025-2026/200542,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of cultural hall at Sonali,2025-05-17,1000000.0,2025-11-04,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of cultural hall at Sonali,2025-05-17,2025-11-04,1000000.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Construction of cultural hall at Sonali,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2025-11-06,1000000,True,True,True,1000000,1.0,2025-11-06,2025-11-06,True,Construction of cultural hall at Sonali,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2025-2026/220022,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road at Gothan Vasti,2025-07-19,1500000.0,2026-01-29,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road at Gothan Vasti,2025-07-19,2026-01-29,1500000.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Internal road at Gothan Vasti,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2026-02-02,1500000,True,True,True,1500000,1.0,2026-02-02,2026-02-02,True,Internal road at Gothan Vasti,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2025-2026/224468,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road at Gaibi Galli,2025-08-02,999000.0,2026-03-17,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road at Gaibi Galli,2025-08-02,2026-03-17,999000.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Internal road at Gaibi Galli,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2026-03-17,999000,True,True,True,999000,1.0,2026-03-17,2026-03-17,True,Internal road at Gaibi Galli,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2025-2026/226864,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,"Internal road at Hanuman nagar, Shreyas Multi-speciality hospital",2025-08-13,1488133.0,2026-02-18,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,"Internal road at Hanuman nagar, Shreyas Multi-speciality hospital",2025-08-13,2026-02-18,1488133.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),"Internal road at Hanuman nagar, Shreyas Multi-speciality hospital",CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2026-02-18,1488133,True,True,True,1488133,1.0,2026-02-18,2026-02-18,True,"Internal road at Hanuman nagar, Shreyas Multi-speciality hospital",Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2025-2026/226877,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road at Balinga,2025-08-13,1000000.0,2026-02-06,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road at Balinga,2025-08-13,2026-02-06,1000000.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Internal road at Balinga,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2026-02-09,1000000,True,True,True,1000000,1.0,2026-02-09,2026-02-09,True,Internal road at Balinga,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2025-2026/238167,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road,2025-09-26,800000.0,2026-03-11,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road,2025-09-26,2026-03-11,800000.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Internal road,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2026-03-11,800000,True,True,True,800000,1.0,2026-03-11,2026-03-11,True,Internal road,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2025-2026/241950,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road at Chhatrapati park,2025-10-14,1497956.0,2026-02-18,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road at Chhatrapati park,2025-10-14,2026-02-18,1497956.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Internal road at Chhatrapati park,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2026-02-18,1497956,True,True,True,1497956,1.0,2026-02-18,2026-02-18,True,Internal road at Chhatrapati park,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2025-2026/255167,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of gymnasium building,2026-02-04,999298.0,2026-02-24,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of gymnasium building,2026-02-04,2026-02-24,999298.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Construction of gymnasium building,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2026-03-04,999298,True,True,True,999298,1.0,2026-03-04,2026-03-04,True,Construction of gymnasium building,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/186339,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Study Construction at Nigve Dumala (Abhyasika),2025-03-25,999824.0,2026-04-10,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Study Construction at Nigve Dumala (Abhyasika),2025-03-25,2026-04-10,999824.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Study Construction at Nigve Dumala (Abhyasika),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2026-04-20,999824,True,True,True,999824,1.0,2026-04-20,2026-04-20,True,Study Construction at Nigve Dumala (Abhyasika),Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/207781,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of road,2025-06-10,1500000.0,2026-07-10,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of road,2025-06-10,2026-07-10,1500000.0,Physical Inspection,,,,,,,,,,True,True,False,1476022,1.0,2026-08-05,2026-08-05,True,Construction of road,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/220023,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road,2025-07-19,1200000.0,2026-06-30,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road,2025-07-19,2026-06-30,1200000.0,Physical Inspection,,,,,,,,,,True,True,False,1200000,1.0,2026-07-03,2026-07-03,True,Internal road,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/224466,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road at Gurukrupa colony,2025-08-02,1000000.0,2026-05-19,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road at Gurukrupa colony,2025-08-02,2026-05-19,1000000.0,Physical Inspection,,,,,,,,,,True,True,False,1000000,1.0,2026-06-23,2026-06-23,True,Internal road at Gurukrupa colony,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/224469,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road and gutters at New Vashi Naka,2025-08-02,1000000.0,2026-08-06,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road and gutters at New Vashi Naka,2025-08-02,2026-08-06,1000000.0,Physical Inspection,,,,,,,,,,True,True,False,999000,1.0,2026-08-11,2026-08-11,True,Internal road and gutters at New Vashi Naka,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/224470,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road from Nalewadi to Pralhad Chavan house,2025-08-02,1000000.0,2026-05-19,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road from Nalewadi to Pralhad Chavan house,2025-08-02,2026-05-19,1000000.0,Physical Inspection,,,,,,,,,,True,True,False,1000000,1.0,2026-06-19,2026-06-19,True,Internal road from Nalewadi to Pralhad Chavan house,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/224476,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Cultural hall,2025-08-02,1000000.0,2026-09-02,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Cultural hall,2025-08-02,2026-09-02,1000000.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Cultural hall,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2026-09-07,998137,True,True,True,998137,1.0,2026-09-07,2026-09-07,True,Cultural hall,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/226874,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,"Internal road at Kalbhairi road, Ganga Govind colony, Popat Tilbike house to Dr Sameer Nadaf house",2025-08-13,1000000.0,2026-05-19,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,"Internal road at Kalbhairi road, Ganga Govind colony, Popat Tilbike house to Dr Sameer Nadaf house",2025-08-13,2026-05-19,1000000.0,Physical Inspection,,,,,,,,,,True,True,False,1000000,1.0,2026-06-23,2026-06-23,True,"Internal road at Kalbhairi road, Ganga Govind colony, Popat Tilbike house to Dr Sameer Nadaf house",Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/226878,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road at Be Gauldev Panand,2025-08-13,1000000.0,2026-07-10,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road at Be Gauldev Panand,2025-08-13,2026-07-10,1000000.0,Physical Inspection,,,,,,,,,,True,True,False,981834,1.0,2026-07-10,2026-07-10,True,Internal road at Be Gauldev Panand,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/228593,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,"Construction of gutter at Vadarge road, Sai colony, Sandeep Zende house to Dr Shinde house",2025-08-23,1000000.0,2026-05-19,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,"Construction of gutter at Vadarge road, Sai colony, Sandeep Zende house to Dr Shinde house",2025-08-23,2026-05-19,1000000.0,Physical Inspection,,,,,,,,,,True,True,False,1000000,1.0,2026-06-23,2026-06-23,True,"Construction of gutter at Vadarge road, Sai colony, Sandeep Zende house to Dr Shinde house",Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/228594,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of road,2025-08-23,1000000.0,2026-04-10,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of road,2025-08-23,2026-04-10,1000000.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Construction of road,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2026-04-17,1000000,True,True,True,1000000,1.0,2026-04-17,2026-04-17,True,Construction of road,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/232859,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of internal road,2025-09-16,1000000.0,2026-06-30,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of internal road,2025-09-16,2026-06-30,1000000.0,Work partially Completed,,,,,,,,,,True,True,False,997486,1.0,2026-07-02,2026-07-02,True,Construction of internal road,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/232860,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road at Sakhari,2025-09-16,1000000.0,2026-09-02,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road at Sakhari,2025-09-16,2026-09-02,1000000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Internal road at Sakhari,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/238128,Repair and Renovation,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,water pipeline repair,2025-09-26,500000.0,2026-04-06,Repair and Renovation,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,water pipeline repair,2025-09-26,2026-04-06,500000.0,Physical Inspection,Repair and Renovation,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),water pipeline repair,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2026-04-06,476199,True,True,True,476199,1.0,2026-04-08,2026-04-08,True,water pipeline repair,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/238129,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Natha Chopde house to Ram Godse house,2025-09-26,500000.0,2026-04-06,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Natha Chopde house to Ram Godse house,2025-09-26,2026-04-06,500000.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Natha Chopde house to Ram Godse house,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2026-04-07,500000,True,True,True,500000,1.0,2026-04-07,2026-04-07,True,Natha Chopde house to Ram Godse house,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/238158,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road,2025-09-26,1000000.0,2026-05-19,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road,2025-09-26,2026-05-19,1000000.0,Physical Inspection,,,,,,,,,,True,True,False,999696,1.0,2026-06-14,2026-06-14,True,Internal road,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/242704,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of Internal Road,2025-10-29,500000.0,2026-09-02,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of Internal Road,2025-10-29,2026-09-02,500000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of Internal Road,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/242705,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of Road,2025-10-29,1499618.0,2026-04-10,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of Road,2025-10-29,2026-04-10,1499618.0,Physical Inspection,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Construction of Road,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Images,2026-04-17,1499618,True,True,True,1499618,1.0,2026-04-17,2026-04-17,True,Construction of Road,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/248078,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of internal road,2025-11-13,1000000.0,2026-09-02,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Construction of internal road,2025-11-13,2026-09-02,1000000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of internal road,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
WS/MP18123/2026-2027/253333,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road,2025-12-10,1500000.0,2026-05-19,Normal/Others,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Internal road,2025-12-10,2026-05-19,1500000.0,Physical Inspection,,,,,,,,,,True,True,False,1500000,1.0,2026-05-27,2026-05-27,True,Internal road,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR
