work_id,demo_anonymous_id,work_category,financial_year,sanctioned_amount_inr,semantic_peer_count,average_similarity,peer_median_inr,peer_q1_inr,peer_q3_inr,cost_ratio_to_median,semantic_cost_score,cost_flag,cost_explanation
WS/MP18116/2025-2026/191820,ND-WRK-0429,Normal/Others,2025-2026,500000.0,4,0.624,,,,,0.0,False,Insufficient semantic peers: 4 found.
WS/MP18116/2025-2026/191818,ND-WRK-0428,Normal/Others,2025-2026,500000.0,2,0.768,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18116/2025-2026/191816,ND-WRK-0427,Normal/Others,2025-2026,500000.0,3,0.722,,,,,0.0,False,Insufficient semantic peers: 3 found.
WS/MP18116/2025-2026/186747,ND-WRK-0426,Normal/Others,2025-2026,300000.0,3,0.658,,,,,0.0,False,Insufficient semantic peers: 3 found.
WS/MP18116/2025-2026/186744,ND-WRK-0425,Normal/Others,2025-2026,300000.0,2,0.732,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18116/2025-2026/186741,ND-WRK-0424,Normal/Others,2025-2026,300000.0,5,0.643,500000.0,300000.0,1000000.0,0.6,0.0,False,"Sanctioned amount ₹300,000 is 0.60× the median ₹500,000 across 5 semantically similar works. Average description similarity: 0.64."
WS/MP18112/2025-2026/263214,ND-WRK-0279,Normal/Others,2025-2026,500000.0,30,0.627,993670.5,700000.0,1000000.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the median ₹993,670 across 30 semantically similar works. Average description similarity: 0.63."
WS/MP18112/2024-2025/145331,ND-WRK-0165,Normal/Others,2024-2025,700000.0,30,0.651,998348.5,724750.0,1000000.0,0.7,0.0,False,"Sanctioned amount ₹700,000 is 0.70× the median ₹998,348 across 30 semantically similar works. Average description similarity: 0.65."
WS/MP18112/2024-2025/143947,ND-WRK-0164,Normal/Others,2024-2025,1441000.0,23,0.726,1000000.0,999768.0,1500000.0,1.44,0.0,False,"Sanctioned amount ₹1,441,000 is 1.44× the median ₹1,000,000 across 23 semantically similar works. Average description similarity: 0.73."
WS/MP18112/2025-2026/188607,ND-WRK-0194,Normal/Others,2025-2026,700000.0,18,0.652,799989.0,549750.0,1000000.0,0.88,0.0,False,"Sanctioned amount ₹700,000 is 0.88× the median ₹799,989 across 18 semantically similar works. Average description similarity: 0.65."
WS/MP18116/2025-2026/235830,ND-WRK-0483,Normal/Others,2025-2026,500000.0,4,0.634,,,,,0.0,False,Insufficient semantic peers: 4 found.
WS/MP18116/2025-2026/235820,ND-WRK-0481,Normal/Others,2025-2026,1000000.0,6,0.647,1499817.0,1498884.75,1500000.0,0.67,0.0,False,"Sanctioned amount ₹1,000,000 is 0.67× the median ₹1,499,817 across 6 semantically similar works. Average description similarity: 0.65."
WS/MP18116/2025-2026/235815,ND-WRK-0479,Normal/Others,2025-2026,300000.0,6,0.573,400000.0,168000.0,500000.0,0.75,0.0,False,"Sanctioned amount ₹300,000 is 0.75× the median ₹400,000 across 6 semantically similar works. Average description similarity: 0.57."
WS/MP18116/2025-2026/235814,ND-WRK-0478,Normal/Others,2025-2026,1000000.0,2,0.625,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18116/2025-2026/235813,ND-WRK-0477,Normal/Others,2025-2026,1000000.0,2,0.61,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18116/2025-2026/235800,ND-WRK-0476,Normal/Others,2025-2026,500000.0,3,0.666,,,,,0.0,False,Insufficient semantic peers: 3 found.
WS/MP18116/2025-2026/212995,ND-WRK-0445,Normal/Others,2025-2026,500000.0,30,0.682,500000.0,497405.75,500000.0,1.0,0.0,False,"Sanctioned amount ₹500,000 is 1.00× the median ₹500,000 across 30 semantically similar works. Average description similarity: 0.68."
WS/MP18116/2025-2026/210953,ND-WRK-0444,Normal/Others,2025-2026,800000.0,30,0.662,1000000.0,999770.5,1114000.0,0.8,0.0,False,"Sanctioned amount ₹800,000 is 0.80× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.66."
WS/MP18116/2025-2026/210941,ND-WRK-0443,Normal/Others,2025-2026,1000000.0,30,0.611,999479.5,750000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹999,480 across 30 semantically similar works. Average description similarity: 0.61."
WS/MP18116/2025-2026/210170,ND-WRK-0442,Normal/Others,2025-2026,1000000.0,30,0.665,999280.0,500000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹999,280 across 30 semantically similar works. Average description similarity: 0.67."
WS/MP18116/2025-2026/209814,ND-WRK-0441,Repair and Renovation,2025-2026,300000.0,3,0.671,,,,,0.0,False,Insufficient semantic peers: 3 found.
WS/MP18116/2025-2026/208377,ND-WRK-0440,Repair and Renovation,2025-2026,500000.0,6,0.741,1000000.0,500000.0,1875000.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the median ₹1,000,000 across 6 semantically similar works. Average description similarity: 0.74."
WS/MP18116/2025-2026/223128,ND-WRK-0459,Normal/Others,2025-2026,1000000.0,30,0.625,1900000.0,1500000.0,2112500.0,0.53,0.0,False,"Sanctioned amount ₹1,000,000 is 0.53× the median ₹1,900,000 across 30 semantically similar works. Average description similarity: 0.62."
WS/MP18116/2025-2026/221636,ND-WRK-0458,Normal/Others,2025-2026,1498635.0,9,0.632,1000000.0,1000000.0,1499634.0,1.5,0.0,False,"Sanctioned amount ₹1,498,635 is 1.50× the median ₹1,000,000 across 9 semantically similar works. Average description similarity: 0.63."
WS/MP18116/2025-2026/221635,ND-WRK-0457,Normal/Others,2025-2026,1499634.0,13,0.647,1000000.0,1000000.0,1498635.0,1.5,0.0,False,"Sanctioned amount ₹1,499,634 is 1.50× the median ₹1,000,000 across 13 semantically similar works. Average description similarity: 0.65."
WS/MP18116/2025-2026/220956,ND-WRK-0456,Normal/Others,2025-2026,500000.0,30,0.678,500000.0,500000.0,800000.0,1.0,0.0,False,"Sanctioned amount ₹500,000 is 1.00× the median ₹500,000 across 30 semantically similar works. Average description similarity: 0.68."
WS/MP18116/2025-2026/220954,ND-WRK-0455,Normal/Others,2025-2026,500000.0,30,0.735,500000.0,500000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹500,000 is 1.00× the median ₹500,000 across 30 semantically similar works. Average description similarity: 0.73."
WS/MP18116/2025-2026/220951,ND-WRK-0454,Normal/Others,2025-2026,500000.0,30,0.706,500000.0,500000.0,975000.0,1.0,0.0,False,"Sanctioned amount ₹500,000 is 1.00× the median ₹500,000 across 30 semantically similar works. Average description similarity: 0.71."
WS/MP18116/2025-2026/220950,ND-WRK-0453,Normal/Others,2025-2026,500000.0,30,0.72,500000.0,500000.0,975000.0,1.0,0.0,False,"Sanctioned amount ₹500,000 is 1.00× the median ₹500,000 across 30 semantically similar works. Average description similarity: 0.72."
WS/MP18116/2025-2026/220949,ND-WRK-0452,Normal/Others,2025-2026,500000.0,30,0.709,700000.0,500000.0,1000000.0,0.71,0.0,False,"Sanctioned amount ₹500,000 is 0.71× the median ₹700,000 across 30 semantically similar works. Average description similarity: 0.71."
WS/MP18113/2025-2026/185623,ND-WRK-0299,Normal/Others,2025-2026,1500000.0,4,0.6,,,,,0.0,False,Insufficient semantic peers: 4 found.
WS/MP18113/2025-2026/185620,ND-WRK-0297,Normal/Others,2025-2026,1472317.0,30,0.628,996381.0,985227.0,1000000.0,1.48,0.0,False,"Sanctioned amount ₹1,472,317 is 1.48× the median ₹996,381 across 30 semantically similar works. Average description similarity: 0.63."
WS/MP18113/2025-2026/180320,ND-WRK-0296,Normal/Others,2025-2026,974667.0,30,0.732,1000000.0,989293.75,1500000.0,0.97,0.0,False,"Sanctioned amount ₹974,667 is 0.97× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.73."
WS/MP18113/2026-2027/202193,ND-WRK-0323,Normal/Others,2026-2027,1000000.0,30,0.716,1000000.0,1000000.0,1200000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.72."
WS/MP18113/2026-2027/202128,ND-WRK-0322,Normal/Others,2026-2027,1000000.0,30,0.755,1000000.0,1000000.0,1150000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.76."
WS/MP18112/2026-2027/164651,ND-WRK-0282,Normal/Others,2026-2027,500000.0,30,0.586,1000000.0,996252.5,1000000.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.59."
WS/MP18112/2026-2027/164649,ND-WRK-0281,Normal/Others,2026-2027,500000.0,10,0.608,899500.0,725000.0,1365306.25,0.56,0.0,False,"Sanctioned amount ₹500,000 is 0.56× the median ₹899,500 across 10 semantically similar works. Average description similarity: 0.61."
WS/MP18112/2026-2027/164647,ND-WRK-0280,Normal/Others,2026-2027,500000.0,1,0.619,,,,,0.0,False,Insufficient semantic peers: 1 found.
WS/MP18116/2026-2027/211811,ND-WRK-0502,Normal/Others,2026-2027,500000.0,14,0.669,500000.0,500000.0,500000.0,1.0,0.0,False,"Sanctioned amount ₹500,000 is 1.00× the median ₹500,000 across 14 semantically similar works. Average description similarity: 0.67."
WS/MP18116/2026-2027/209824,ND-WRK-0501,Normal/Others,2026-2027,500000.0,24,0.639,500000.0,393659.0,500000.0,1.0,0.0,False,"Sanctioned amount ₹500,000 is 1.00× the median ₹500,000 across 24 semantically similar works. Average description similarity: 0.64."
WS/MP18116/2025-2026/235750,ND-WRK-0474,Normal/Others,2025-2026,1000000.0,9,0.637,1000000.0,999000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 9 semantically similar works. Average description similarity: 0.64."
WS/MP18116/2025-2026/235747,ND-WRK-0473,Normal/Others,2025-2026,500000.0,2,0.679,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18116/2025-2026/235500,ND-WRK-0472,Normal/Others,2025-2026,500000.0,30,0.677,997336.5,550000.0,1000000.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the median ₹997,336 across 30 semantically similar works. Average description similarity: 0.68."
WS/MP18116/2025-2026/235496,ND-WRK-0471,Normal/Others,2025-2026,500000.0,30,0.663,999479.5,700000.0,1000000.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the median ₹999,480 across 30 semantically similar works. Average description similarity: 0.66."
WS/MP18116/2025-2026/232160,ND-WRK-0470,Repair and Renovation,2025-2026,500000.0,0,,,,,,0.0,False,Insufficient semantic peers: 0 found.
WS/MP18116/2025-2026/232156,ND-WRK-0468,Normal/Others,2025-2026,700000.0,30,0.677,999000.0,700000.0,1000000.0,0.7,0.0,False,"Sanctioned amount ₹700,000 is 0.70× the median ₹999,000 across 30 semantically similar works. Average description similarity: 0.68."
WS/MP18116/2026-2027/186750,ND-WRK-0499,Normal/Others,2026-2027,500000.0,21,0.587,1000000.0,550000.0,1487075.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the median ₹1,000,000 across 21 semantically similar works. Average description similarity: 0.59."
WS/MP18116/2026-2027/186732,ND-WRK-0498,Normal/Others,2026-2027,500000.0,3,0.645,,,,,0.0,False,Insufficient semantic peers: 3 found.
WS/MP18116/2025-2026/251624,ND-WRK-0496,Normal/Others,2025-2026,1500000.0,3,0.578,,,,,0.0,False,Insufficient semantic peers: 3 found.
WS/MP18116/2025-2026/251303,ND-WRK-0495,Normal/Others,2025-2026,400000.0,30,0.643,999280.0,500000.0,1000000.0,0.4,0.0,False,"Sanctioned amount ₹400,000 is 0.40× the median ₹999,280 across 30 semantically similar works. Average description similarity: 0.64."
WS/MP18116/2025-2026/240795,ND-WRK-0492,Normal/Others,2025-2026,500000.0,30,0.709,500000.0,500000.0,987500.0,1.0,0.0,False,"Sanctioned amount ₹500,000 is 1.00× the median ₹500,000 across 30 semantically similar works. Average description similarity: 0.71."
WS/MP18116/2025-2026/240791,ND-WRK-0491,Normal/Others,2025-2026,500000.0,30,0.713,500000.0,500000.0,787250.0,1.0,0.0,False,"Sanctioned amount ₹500,000 is 1.00× the median ₹500,000 across 30 semantically similar works. Average description similarity: 0.71."
WS/MP18116/2025-2026/240789,ND-WRK-0490,Normal/Others,2025-2026,500000.0,30,0.688,1000000.0,712500.0,1498750.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.69."
WS/MP18116/2025-2026/224073,ND-WRK-0461,Normal/Others,2025-2026,1500000.0,5,0.671,1498635.0,1000000.0,1499634.0,1.0,0.0,False,"Sanctioned amount ₹1,500,000 is 1.00× the median ₹1,498,635 across 5 semantically similar works. Average description similarity: 0.67."
WS/MP18117/2025-2026/164345,ND-WRK-0519,Normal/Others,2025-2026,1000000.0,9,0.598,1000000.0,999960.0,1250000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 9 semantically similar works. Average description similarity: 0.60."
WS/MP18111/2026-2027/278371,ND-WRK-0150,Normal/Others,2026-2027,1000000.0,30,0.731,1000000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.73."
WS/MP18111/2026-2027/278212,ND-WRK-0149,Normal/Others,2026-2027,1000000.0,30,0.738,999500.0,837500.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹999,500 across 30 semantically similar works. Average description similarity: 0.74."
WS/MP18116/2025-2026/240788,ND-WRK-0489,Normal/Others,2025-2026,500000.0,30,0.641,1248827.0,996750.0,1998364.25,0.4,0.0,False,"Sanctioned amount ₹500,000 is 0.40× the median ₹1,248,827 across 30 semantically similar works. Average description similarity: 0.64."
WS/MP18116/2025-2026/240779,ND-WRK-0488,Normal/Others,2025-2026,400000.0,2,0.563,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18116/2025-2026/240280,ND-WRK-0487,Normal/Others,2025-2026,1000000.0,30,0.616,999979.5,846500.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹999,980 across 30 semantically similar works. Average description similarity: 0.62."
WS/MP18116/2025-2026/236540,ND-WRK-0486,Normal/Others,2025-2026,500000.0,3,0.564,,,,,0.0,False,Insufficient semantic peers: 3 found.
WS/MP18116/2025-2026/236537,ND-WRK-0485,Normal/Others,2025-2026,500000.0,0,,,,,,0.0,False,Insufficient semantic peers: 0 found.
WS/MP18116/2025-2026/235835,ND-WRK-0484,Normal/Others,2025-2026,1000000.0,8,0.581,1499134.5,998924.0,1500000.0,0.67,0.0,False,"Sanctioned amount ₹1,000,000 is 0.67× the median ₹1,499,134 across 8 semantically similar works. Average description similarity: 0.58."
WS/MP18116/2026-2027/248969,ND-WRK-0515,Normal/Others,2026-2027,1000000.0,5,0.58,1000000.0,1000000.0,1500000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 5 semantically similar works. Average description similarity: 0.58."
WS/MP18116/2026-2027/224084,ND-WRK-0509,Normal/Others,2026-2027,1600000.0,2,0.589,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18116/2026-2027/220975,ND-WRK-0508,Normal/Others,2026-2027,1000000.0,0,,,,,,0.0,False,Insufficient semantic peers: 0 found.
WS/MP18116/2026-2027/220965,ND-WRK-0506,Normal/Others,2026-2027,1000000.0,30,0.603,999828.0,699372.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹999,828 across 30 semantically similar works. Average description similarity: 0.60."
WS/MP18116/2026-2027/213894,ND-WRK-0505,Normal/Others,2026-2027,300000.0,14,0.662,400000.0,293083.75,1000000.0,0.75,0.0,False,"Sanctioned amount ₹300,000 is 0.75× the median ₹400,000 across 14 semantically similar works. Average description similarity: 0.66."
WS/MP18116/2026-2027/213892,ND-WRK-0504,Normal/Others,2026-2027,300000.0,13,0.669,300000.0,292053.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹300,000 is 1.00× the median ₹300,000 across 13 semantically similar works. Average description similarity: 0.67."
WS/MP18116/2026-2027/211813,ND-WRK-0503,Normal/Others,2026-2027,500000.0,16,0.658,500000.0,393708.0,500000.0,1.0,0.0,False,"Sanctioned amount ₹500,000 is 1.00× the median ₹500,000 across 16 semantically similar works. Average description similarity: 0.66."
WS/MP18112/2024-2025/164640,ND-WRK-0168,Normal/Others,2024-2025,1000000.0,16,0.606,799500.0,699776.0,1000000.0,1.25,0.0,False,"Sanctioned amount ₹1,000,000 is 1.25× the median ₹799,500 across 16 semantically similar works. Average description similarity: 0.61."
WS/MP18112/2024-2025/164632,ND-WRK-0167,Normal/Others,2024-2025,3000000.0,0,,,,,,0.0,False,Insufficient semantic peers: 0 found.
WS/MP18117/2024-2025/170214,ND-WRK-0518,Normal/Others,2024-2025,1000000.0,0,,,,,,0.0,False,Insufficient semantic peers: 0 found.
WS/MP18117/2024-2025/142022,ND-WRK-0517,Normal/Others,2024-2025,1000000.0,2,0.736,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18116/2026-2027/209822,ND-WRK-0500,Normal/Others,2026-2027,500000.0,19,0.611,500000.0,393649.0,500000.0,1.0,0.0,False,"Sanctioned amount ₹500,000 is 1.00× the median ₹500,000 across 19 semantically similar works. Average description similarity: 0.61."
WS/MP18117/2025-2026/164395,ND-WRK-0531,Normal/Others,2025-2026,1500000.0,0,,,,,,0.0,False,Insufficient semantic peers: 0 found.
WS/MP18117/2025-2026/164393,ND-WRK-0530,Normal/Others,2025-2026,1000000.0,30,0.692,1000000.0,992394.25,1500000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.69."
WS/MP18117/2025-2026/164385,ND-WRK-0528,Normal/Others,2025-2026,1000000.0,30,0.675,969343.0,497405.75,999960.75,1.03,0.0,False,"Sanctioned amount ₹1,000,000 is 1.03× the median ₹969,343 across 30 semantically similar works. Average description similarity: 0.67."
WS/MP18117/2025-2026/164378,ND-WRK-0527,Normal/Others,2025-2026,500000.0,8,0.608,988870.0,500000.0,1125000.0,0.51,0.0,False,"Sanctioned amount ₹500,000 is 0.51× the median ₹988,870 across 8 semantically similar works. Average description similarity: 0.61."
WS/MP18117/2025-2026/164375,ND-WRK-0526,Normal/Others,2025-2026,500000.0,20,0.618,1500000.0,999844.0,2500000.0,0.33,0.0,False,"Sanctioned amount ₹500,000 is 0.33× the median ₹1,500,000 across 20 semantically similar works. Average description similarity: 0.62."
WS/MP18117/2025-2026/164367,ND-WRK-0525,Normal/Others,2025-2026,1000000.0,20,0.568,997271.5,500000.0,1575000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹997,272 across 20 semantically similar works. Average description similarity: 0.57."
WS/MP18117/2025-2026/164365,ND-WRK-0524,Normal/Others,2025-2026,1000000.0,30,0.649,1000000.0,999770.5,1500000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.65."
WS/MP18117/2025-2026/164364,ND-WRK-0523,Normal/Others,2025-2026,987710.0,30,0.632,1000000.0,992526.0,1354237.75,0.99,0.0,False,"Sanctioned amount ₹987,710 is 0.99× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.63."
WS/MP18117/2025-2026/164358,ND-WRK-0522,Normal/Others,2025-2026,1000000.0,7,0.655,1000000.0,1000000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 7 semantically similar works. Average description similarity: 0.65."
WS/MP18117/2025-2026/164349,ND-WRK-0521,Normal/Others,2025-2026,1000000.0,11,0.621,1000000.0,1000000.0,1250000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 11 semantically similar works. Average description similarity: 0.62."
WS/MP18117/2025-2026/164347,ND-WRK-0520,Normal/Others,2025-2026,1000000.0,30,0.636,998500.0,842916.75,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹998,500 across 30 semantically similar works. Average description similarity: 0.64."
WS/MP18117/2025-2026/164398,ND-WRK-0532,Normal/Others,2025-2026,500000.0,5,0.585,697697.0,500000.0,1000000.0,0.72,0.0,False,"Sanctioned amount ₹500,000 is 0.72× the median ₹697,697 across 5 semantically similar works. Average description similarity: 0.58."
WS/MP18117/2026-2027/164505,ND-WRK-0563,Normal/Others,2026-2027,1000000.0,30,0.669,999000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹999,000 across 30 semantically similar works. Average description similarity: 0.67."
WS/MP18117/2026-2027/164397,ND-WRK-0562,Normal/Others,2026-2027,1498610.0,30,0.662,999352.5,700000.0,1000000.0,1.5,0.0,False,"Sanctioned amount ₹1,498,610 is 1.50× the median ₹999,352 across 30 semantically similar works. Average description similarity: 0.66."
WS/MP18117/2026-2027/164381,ND-WRK-0561,Normal/Others,2026-2027,1000000.0,30,0.686,995000.0,700000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the median ₹995,000 across 30 semantically similar works. Average description similarity: 0.69."
WS/MP18111/2026-2027/276692,ND-WRK-0148,Normal/Others,2026-2027,950000.0,30,0.783,1000000.0,995277.0,1000000.0,0.95,0.0,False,"Sanctioned amount ₹950,000 is 0.95× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.78."
WS/MP18112/2025-2026/177326,ND-WRK-0179,Normal/Others,2025-2026,1000000.0,30,0.603,1000000.0,988000.25,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.60."
WS/MP18112/2025-2026/166840,ND-WRK-0178,Normal/Others,2025-2026,300000.0,7,0.708,300000.0,260000.0,300000.0,1.0,0.0,False,"Sanctioned amount ₹300,000 is 1.00× the median ₹300,000 across 7 semantically similar works. Average description similarity: 0.71."
WS/MP18112/2025-2026/166839,ND-WRK-0177,Normal/Others,2025-2026,300000.0,30,0.612,300000.0,220000.0,749975.0,1.0,0.0,False,"Sanctioned amount ₹300,000 is 1.00× the median ₹300,000 across 30 semantically similar works. Average description similarity: 0.61."
WS/MP18112/2025-2026/166838,ND-WRK-0176,Normal/Others,2025-2026,300000.0,12,0.659,300000.0,300000.0,482813.25,1.0,0.0,False,"Sanctioned amount ₹300,000 is 1.00× the median ₹300,000 across 12 semantically similar works. Average description similarity: 0.66."
WS/MP18112/2025-2026/166836,ND-WRK-0175,Normal/Others,2025-2026,300000.0,14,0.666,300000.0,300000.0,750000.0,1.0,0.0,False,"Sanctioned amount ₹300,000 is 1.00× the median ₹300,000 across 14 semantically similar works. Average description similarity: 0.67."
WS/MP18112/2025-2026/164644,ND-WRK-0174,Normal/Others,2025-2026,1300000.0,30,0.799,1000000.0,1000000.0,1200000.0,1.3,0.0,False,"Sanctioned amount ₹1,300,000 is 1.30× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.80."
WS/MP18112/2025-2026/144100,ND-WRK-0173,Normal/Others,2025-2026,700000.0,30,0.754,886268.5,700000.0,1000000.0,0.79,0.0,False,"Sanctioned amount ₹700,000 is 0.79× the median ₹886,268 across 30 semantically similar works. Average description similarity: 0.75."
WS/MP18112/2024-2025/180045,ND-WRK-0172,Normal/Others,2024-2025,800000.0,30,0.639,948348.5,699877.5,1000000.0,0.84,0.0,False,"Sanctioned amount ₹800,000 is 0.84× the median ₹948,348 across 30 semantically similar works. Average description similarity: 0.64."
WS/MP18112/2024-2025/180043,ND-WRK-0171,Normal/Others,2024-2025,1000000.0,30,0.656,1000000.0,999721.5,1498480.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.66."
WS/MP18112/2024-2025/178885,ND-WRK-0170,Normal/Others,2024-2025,1000000.0,29,0.692,1000000.0,999753.0,1500000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 29 semantically similar works. Average description similarity: 0.69."
WS/MP18112/2024-2025/175355,ND-WRK-0169,Normal/Others,2024-2025,500000.0,0,,,,,,0.0,False,Insufficient semantic peers: 0 found.
WS/MP18118/2025-2026/188290,ND-WRK-0579,Normal/Others,2025-2026,996000.0,30,0.742,1000000.0,990000.0,1497750.0,1.0,0.0,False,"Sanctioned amount ₹996,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.74."
WS/MP18118/2025-2026/188289,ND-WRK-0578,Normal/Others,2025-2026,996000.0,30,0.751,999847.0,990000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹996,000 is 1.00× the median ₹999,847 across 30 semantically similar works. Average description similarity: 0.75."
WS/MP18118/2025-2026/188286,ND-WRK-0577,Normal/Others,2025-2026,699000.0,30,0.594,990686.0,799250.0,1000000.0,0.71,0.0,False,"Sanctioned amount ₹699,000 is 0.71× the median ₹990,686 across 30 semantically similar works. Average description similarity: 0.59."
WS/MP18118/2025-2026/188285,ND-WRK-0576,Normal/Others,2025-2026,698000.0,20,0.657,700000.0,699000.0,924983.5,1.0,0.0,False,"Sanctioned amount ₹698,000 is 1.00× the median ₹700,000 across 20 semantically similar works. Average description similarity: 0.66."
WS/MP18117/2024-2025/142021,ND-WRK-0516,Normal/Others,2024-2025,1000000.0,2,0.74,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18117/2025-2026/170768,ND-WRK-0547,Normal/Others,2025-2026,1000000.0,30,0.634,985246.5,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the median ₹985,246 across 30 semantically similar works. Average description similarity: 0.63."
WS/MP18117/2025-2026/170764,ND-WRK-0546,Normal/Others,2025-2026,1000000.0,30,0.666,971370.0,500000.0,1000000.0,1.03,0.0,False,"Sanctioned amount ₹1,000,000 is 1.03× the median ₹971,370 across 30 semantically similar works. Average description similarity: 0.67."
WS/MP18117/2025-2026/170733,ND-WRK-0545,Normal/Others,2025-2026,1000000.0,30,0.677,885488.5,500000.0,999961.25,1.13,0.0,False,"Sanctioned amount ₹1,000,000 is 1.13× the median ₹885,488 across 30 semantically similar works. Average description similarity: 0.68."
WS/MP18117/2025-2026/170729,ND-WRK-0544,Normal/Others,2025-2026,1000000.0,30,0.632,971370.0,500000.0,1000000.0,1.03,0.0,False,"Sanctioned amount ₹1,000,000 is 1.03× the median ₹971,370 across 30 semantically similar works. Average description similarity: 0.63."
WS/MP18117/2025-2026/170204,ND-WRK-0543,Normal/Others,2025-2026,1000000.0,25,0.592,800000.0,699000.0,1000000.0,1.25,0.0,False,"Sanctioned amount ₹1,000,000 is 1.25× the median ₹800,000 across 25 semantically similar works. Average description similarity: 0.59."
WS/MP18117/2025-2026/166253,ND-WRK-0540,Normal/Others,2025-2026,493028.0,8,0.63,2000000.0,1375000.0,2000000.0,0.25,0.0,False,"Sanctioned amount ₹493,028 is 0.25× the median ₹2,000,000 across 8 semantically similar works. Average description similarity: 0.63."
WS/MP18117/2025-2026/166251,ND-WRK-0539,Normal/Others,2025-2026,985048.0,30,0.624,999000.0,837500.0,1000000.0,0.99,0.0,False,"Sanctioned amount ₹985,048 is 0.99× the median ₹999,000 across 30 semantically similar works. Average description similarity: 0.62."
WS/MP18117/2025-2026/166250,ND-WRK-0538,Normal/Others,2025-2026,878646.0,0,,,,,,0.0,False,Insufficient semantic peers: 0 found.
