work_id,demo_anonymous_id,work_status,sanctioned_amount_inr,total_paid_inr,payment_count,payment_to_sanction_ratio,project_age_days,days_since_last_payment,payment_progress_score,payment_progress_flag,payment_progress_explanation
WS/MP18134/2025-2026/182697,ND-WRK-1574,Work partially Completed,700000.0,593193.0,1,0.847,,184.0,15,False,No recorded payment for 184 days.
WS/MP18136/2026-2027/231461,ND-WRK-1696,Work partially Completed,700000.0,267697.0,1,0.382,,244.0,15,False,No recorded payment for 244 days.
WS/MP18112/2025-2026/217119,ND-WRK-0235,Physical Inspection,700000.0,682107.0,2,0.974,,184.0,15,False,No recorded payment for 184 days.
WS/MP18136/2026-2027/211192,ND-WRK-1695,Work partially Completed,500000.0,207630.0,1,0.415,,244.0,15,False,No recorded payment for 244 days.
WS/MP18258/2026-2027/183905,ND-WRK-1715,Physical Inspection,1000000.0,995892.0,1,0.996,242.0,211.0,15,False,No recorded payment for 211 days.
WS/MP18132/2025-2026/179004,ND-WRK-1366,Work partially Completed,1000000.0,795187.0,1,0.795,,211.0,15,False,No recorded payment for 211 days.
WS/MP18131/2025-2026/206359,ND-WRK-1303,Physical Inspection,1000000.0,500000.0,1,0.5,,213.0,15,False,No recorded payment for 213 days.
WS/MP18131/2025-2026/206363,ND-WRK-1306,Physical Inspection,1000000.0,500000.0,1,0.5,,213.0,15,False,No recorded payment for 213 days.
WS/MP18132/2025-2026/177745,ND-WRK-1363,Work partially Completed,999500.0,999000.0,1,0.999,,242.0,15,False,No recorded payment for 242 days.
WS/MP18114/2025-2026/157447,ND-WRK-0335,Physical Inspection,995218.0,995218.0,1,1.0,300.0,300.0,15,False,No recorded payment for 300 days.
WS/MP18129/2025-2026/186062,ND-WRK-1258,Physical Inspection,999860.0,999860.0,1,1.0,,363.0,15,False,No recorded payment for 363 days.
WS/MP18114/2025-2026/157456,ND-WRK-0339,Physical Inspection,995370.0,995370.0,1,1.0,300.0,300.0,15,False,No recorded payment for 300 days.
WS/MP18128/2026-2027/217811,ND-WRK-1242,Physical Inspection,1000000.0,992591.0,1,0.993,,242.0,15,False,No recorded payment for 242 days.
WS/MP18129/2025-2026/186068,ND-WRK-1260,Physical Inspection,999992.0,999992.0,1,1.0,,363.0,15,False,No recorded payment for 363 days.
WS/MP18129/2025-2026/186061,ND-WRK-1257,Physical Inspection,999199.0,999199.0,1,1.0,,363.0,15,False,No recorded payment for 363 days.
WS/MP18128/2026-2027/217864,ND-WRK-1245,Physical Inspection,1000000.0,981824.0,1,0.982,,242.0,15,False,No recorded payment for 242 days.
WS/MP18127/2026-2027/274233,ND-WRK-1228,Work partially Completed,950000.0,941382.0,1,0.991,,213.0,15,False,No recorded payment for 213 days.
WS/MP18113/2025-2026/162518,ND-WRK-0291,Physical Inspection,1500000.0,1491921.0,1,0.995,490.0,276.0,15,False,No recorded payment for 276 days.
WS/MP18127/2025-2026/188380,ND-WRK-1169,Physical Inspection,995092.0,995092.0,1,1.0,363.0,333.0,15,False,No recorded payment for 333 days.
WS/MP18113/2026-2027/193159,ND-WRK-0318,Physical Inspection,1500000.0,1499000.0,1,0.999,242.0,242.0,15,False,No recorded payment for 242 days.
WS/MP18113/2026-2027/201976,ND-WRK-0321,Physical Inspection,1500000.0,1497230.0,1,0.998,,213.0,15,False,No recorded payment for 213 days.
WS/MP18113/2025-2026/176732,ND-WRK-0294,Physical Inspection,1991442.0,1991442.0,1,1.0,428.0,336.0,15,False,No recorded payment for 336 days.
WS/MP18113/2025-2026/185622,ND-WRK-0298,Physical Inspection,1500000.0,1500000.0,1,1.0,,217.0,15,False,No recorded payment for 217 days.
WS/MP18126/2025-2026/256630,ND-WRK-1073,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,184.0,15,False,No recorded payment for 184 days.
WS/MP18124/2025-2026/226159,ND-WRK-0907,Work partially Completed,1850000.0,1848595.0,1,0.999,,244.0,15,False,No recorded payment for 244 days.
WS/MP18124/2025-2026/226166,ND-WRK-0909,Work partially Completed,1950000.0,1947550.0,1,0.999,,244.0,15,False,No recorded payment for 244 days.
WS/MP692/2026-2027/185159,ND-WRK-2423,Physical Inspection,1000000.0,936871.0,1,0.937,,185.0,15,False,No recorded payment for 185 days.
WS/MP692/2026-2027/183598,ND-WRK-2412,Physical Inspection,300000.0,297993.0,1,0.993,,185.0,15,False,No recorded payment for 185 days.
WS/MP18116/2025-2026/240280,ND-WRK-0487,Physical Inspection,1000000.0,1000000.0,1,1.0,-24.0,213.0,15,False,No recorded payment for 213 days.
WS/MP18127/2025-2026/253704,ND-WRK-1190,Work partially Completed,990000.0,986737.0,1,0.997,-55.0,183.0,15,False,No recorded payment for 183 days.
WS/MP18127/2026-2027/253706,ND-WRK-1214,Work partially Completed,990000.0,989000.0,1,0.999,,242.0,15,False,No recorded payment for 242 days.
WS/MP692/2026-2027/250950,ND-WRK-2428,Physical Inspection,1000000.0,1000000.0,1,1.0,242.0,183.0,15,False,No recorded payment for 183 days.
WS/MP18127/2026-2027/274234,ND-WRK-1229,Work partially Completed,950000.0,949700.0,1,1.0,,213.0,15,False,No recorded payment for 213 days.
WS/MP18113/2025-2026/193132,ND-WRK-0304,Physical Inspection,992820.0,992820.0,1,1.0,303.0,273.0,15,False,No recorded payment for 273 days.
WS/MP18110/2025-2026/209772,ND-WRK-0002,Physical Inspection,4776925.0,4776925.0,1,1.0,,250.0,15,False,No recorded payment for 250 days.
WS/MP18127/2025-2026/253703,ND-WRK-1189,Work partially Completed,990000.0,987268.0,1,0.997,-55.0,183.0,15,False,No recorded payment for 183 days.
WS/MP18127/2025-2026/188375,ND-WRK-1164,Physical Inspection,999500.0,999500.0,1,1.0,519.0,332.0,15,False,No recorded payment for 332 days.
WS/MP18128/2026-2027/217863,ND-WRK-1244,Physical Inspection,1000000.0,892176.0,1,0.892,,242.0,15,False,No recorded payment for 242 days.
WS/MP18128/2026-2027/217820,ND-WRK-1243,Physical Inspection,1000000.0,992657.0,1,0.993,,242.0,15,False,No recorded payment for 242 days.
WS/MP18127/2025-2026/188376,ND-WRK-1165,Work partially Completed,1499500.0,1499500.0,1,1.0,519.0,213.0,15,False,No recorded payment for 213 days.
WS/MP18116/2025-2026/232160,ND-WRK-0470,Work partially Completed,500000.0,494588.0,1,0.989,190.0,190.0,15,False,No recorded payment for 190 days.
WS/MP18116/2026-2027/229732,ND-WRK-0510,Work partially Completed,1000000.0,996904.0,1,0.997,,185.0,15,False,No recorded payment for 185 days.
WS/MP18123/2026-2027/220023,ND-WRK-0845,Physical Inspection,1200000.0,1200000.0,1,1.0,,185.0,15,False,No recorded payment for 185 days.
WS/MP18115/2026-2027/186643,ND-WRK-0403,Physical Inspection,700000.0,696799.0,1,0.995,188.0,183.0,15,False,No recorded payment for 183 days.
WS/MP18115/2026-2027/186454,ND-WRK-0397,Physical Inspection,700000.0,699547.0,1,0.999,,213.0,15,False,No recorded payment for 213 days.
WS/MP18115/2026-2027/186439,ND-WRK-0395,Physical Inspection,700000.0,700000.0,1,1.0,213.0,213.0,15,False,No recorded payment for 213 days.
WS/MP18111/2026-2027/276690,ND-WRK-0146,Work partially Completed,1000000.0,976283.0,1,0.976,183.0,183.0,15,False,No recorded payment for 183 days.
WS/MP18429/2026-2027/243636,ND-WRK-2052,Work partially Completed,990463.0,990463.0,1,1.0,,244.0,15,False,No recorded payment for 244 days.
WS/MP18369/2026-2027/237126,ND-WRK-1992,Physical Inspection,749000.0,745795.0,1,0.996,,185.0,15,False,No recorded payment for 185 days.
WS/MP18323/2025-2026/168679,ND-WRK-1893,Physical Inspection,677260.0,677260.0,1,1.0,304.0,304.0,15,False,No recorded payment for 304 days.
WS/MP18323/2025-2026/146708,ND-WRK-1885,Physical Inspection,500000.0,494297.0,1,0.989,,333.0,15,False,No recorded payment for 333 days.
WS/MP18307/2025-2026/143600,ND-WRK-1785,Work partially Completed,1500000.0,1498862.0,1,0.999,,244.0,15,False,No recorded payment for 244 days.
WS/MP18323/2025-2026/168685,ND-WRK-1894,Physical Inspection,963776.0,963776.0,1,1.0,304.0,304.0,15,False,No recorded payment for 304 days.
WS/MP18113/2026-2027/247450,ND-WRK-0329,Physical Inspection,1000000.0,987912.0,1,0.988,,213.0,15,False,No recorded payment for 213 days.
WS/MP18307/2025-2026/143612,ND-WRK-1795,Work partially Completed,1500000.0,1485428.0,1,0.99,,244.0,15,False,No recorded payment for 244 days.
WS/MP18307/2025-2026/143607,ND-WRK-1790,Work partially Completed,2000000.0,1998481.0,1,0.999,,185.0,15,False,No recorded payment for 185 days.
WS/MP18113/2026-2027/247243,ND-WRK-0328,Physical Inspection,1000000.0,987912.0,1,0.988,,213.0,15,False,No recorded payment for 213 days.
WS/MP18307/2025-2026/231062,ND-WRK-1820,Work partially Completed,2400000.0,2397497.0,1,0.999,,244.0,15,False,No recorded payment for 244 days.
WS/MP18111/2025-2026/187534,ND-WRK-0095,Physical Inspection,987005.0,987005.0,1,1.0,,361.0,15,False,No recorded payment for 361 days.
WS/MP18111/2025-2026/187532,ND-WRK-0094,Physical Inspection,970977.0,970977.0,1,1.0,,272.0,15,False,No recorded payment for 272 days.
WS/MP18111/2025-2026/187509,ND-WRK-0093,Physical Inspection,958282.0,958282.0,2,1.0,427.0,363.0,15,False,No recorded payment for 363 days.
WS/MP18115/2026-2027/186434,ND-WRK-0393,Physical Inspection,700000.0,700000.0,1,1.0,,213.0,15,False,No recorded payment for 213 days.
WS/MP18115/2026-2027/186437,ND-WRK-0394,Physical Inspection,700000.0,700000.0,1,1.0,,213.0,15,False,No recorded payment for 213 days.
WS/MP18122/2025-2026/222582,ND-WRK-0818,Physical Inspection,492469.0,492469.0,1,1.0,392.0,270.0,15,False,No recorded payment for 270 days.
WS/MP18122/2025-2026/225427,ND-WRK-0821,Physical Inspection,492485.0,492485.0,1,1.0,392.0,270.0,15,False,No recorded payment for 270 days.
WS/MP18115/2026-2027/186433,ND-WRK-0392,Physical Inspection,700000.0,699522.0,1,0.999,,213.0,15,False,No recorded payment for 213 days.
WS/MP18429/2026-2027/242461,ND-WRK-2046,Physical Inspection,494083.0,494083.0,1,1.0,,185.0,15,False,No recorded payment for 185 days.
WS/MP18429/2026-2027/243633,ND-WRK-2050,Physical Inspection,498675.0,498675.0,1,1.0,,244.0,15,False,No recorded payment for 244 days.
WS/MP18429/2026-2027/237859,ND-WRK-2039,Physical Inspection,495937.0,495937.0,1,1.0,,184.0,15,False,No recorded payment for 184 days.
WS/MP18122/2025-2026/222581,ND-WRK-0817,Physical Inspection,993760.0,993760.0,1,1.0,392.0,270.0,15,False,No recorded payment for 270 days.
WS/MP661/2025-2026/146561,ND-WRK-2082,Physical Inspection,1000000.0,1000000.0,1,1.0,400.0,337.0,15,False,No recorded payment for 337 days.
WS/MP18429/2026-2027/244548,ND-WRK-2055,Physical Inspection,699930.0,699930.0,1,1.0,,211.0,15,False,No recorded payment for 211 days.
WS/MP18429/2026-2027/245247,ND-WRK-2058,Physical Inspection,497978.0,497978.0,1,1.0,,244.0,15,False,No recorded payment for 244 days.
WS/MP18429/2026-2027/245679,ND-WRK-2061,Physical Inspection,696912.0,696912.0,1,1.0,,213.0,15,False,No recorded payment for 213 days.
WS/MP18123/2025-2026/220022,ND-WRK-0836,Physical Inspection,1500000.0,1500000.0,1,1.0,,218.0,15,False,No recorded payment for 218 days.
WS/MP18122/2025-2026/176399,ND-WRK-0812,Physical Inspection,1000000.0,950247.0,1,0.95,,334.0,15,False,No recorded payment for 334 days.
WS/MP661/2025-2026/241892,ND-WRK-2095,Physical Inspection,1000000.0,1000000.0,1,1.0,,301.0,15,False,No recorded payment for 301 days.
WS/MP661/2026-2027/246048,ND-WRK-2107,Work partially Completed,1000000.0,995843.0,1,0.996,,211.0,15,False,No recorded payment for 211 days.
WS/MP18429/2026-2027/248643,ND-WRK-2071,Physical Inspection,992631.0,992631.0,1,1.0,242.0,211.0,15,False,No recorded payment for 211 days.
WS/MP18429/2026-2027/249341,ND-WRK-2072,Physical Inspection,994388.0,994388.0,1,1.0,,211.0,15,False,No recorded payment for 211 days.
WS/MP18429/2025-2026/227018,ND-WRK-2024,Physical Inspection,996000.0,995712.0,1,1.0,,216.0,15,False,No recorded payment for 216 days.
WS/MP18308/2025-2026/244678,ND-WRK-1851,Work partially Completed,2500000.0,2498103.0,1,0.999,,184.0,15,False,No recorded payment for 184 days.
WS/MP18111/2026-2027/269033,ND-WRK-0129,Work partially Completed,1000000.0,983250.0,1,0.983,,183.0,15,False,No recorded payment for 183 days.
WS/MP18111/2025-2026/269009,ND-WRK-0106,Work partially Completed,1000000.0,500000.0,1,0.5,,188.0,15,False,No recorded payment for 188 days.
WS/MP18123/2026-2027/232859,ND-WRK-0854,Work partially Completed,1000000.0,997486.0,1,0.997,,213.0,15,False,No recorded payment for 213 days.
WS/MP18429/2025-2026/243635,ND-WRK-2028,Physical Inspection,497601.0,497601.0,1,1.0,,217.0,15,False,No recorded payment for 217 days.
WS/MP18120/2026-2027/169217,ND-WRK-0758,Work partially Completed,699588.0,699588.0,1,1.0,,184.0,15,False,No recorded payment for 184 days.
WS/MP18116/2025-2026/202771,ND-WRK-0437,Physical Inspection,499237.0,499237.0,1,1.0,218.0,218.0,15,False,No recorded payment for 218 days.
WS/MP18122/2025-2026/173944,ND-WRK-0804,Physical Inspection,1492450.0,1492450.0,1,1.0,334.0,334.0,15,False,No recorded payment for 334 days.
WS/MP667/2025-2026/175141,ND-WRK-2130,Physical Inspection,1000000.0,1000000.0,1,1.0,361.0,331.0,15,False,No recorded payment for 331 days.
WS/MP673/2024-2025/139034,ND-WRK-2168,Physical Inspection,300000.0,300000.0,1,1.0,554.0,309.0,15,False,No recorded payment for 309 days.
WS/MP673/2026-2027/163702,ND-WRK-2191,Physical Inspection,666167.0,666167.0,1,1.0,211.0,211.0,15,False,No recorded payment for 211 days.
WS/MP673/2025-2026/214098,ND-WRK-2187,Physical Inspection,497555.0,497555.0,1,1.0,218.0,218.0,15,False,No recorded payment for 218 days.
WS/MP18120/2025-2026/189535,ND-WRK-0728,Physical Inspection,998507.0,998507.0,1,1.0,218.0,217.0,15,False,No recorded payment for 217 days.
WS/MP18120/2025-2026/169206,ND-WRK-0718,Physical Inspection,4994258.0,4994258.0,1,1.0,333.0,333.0,15,False,No recorded payment for 333 days.
WS/MP18120/2026-2027/192783,ND-WRK-0766,Work partially Completed,699707.0,699707.0,1,1.0,,184.0,15,False,No recorded payment for 184 days.
WS/MP18120/2026-2027/214157,ND-WRK-0768,Physical Inspection,995277.0,995277.0,1,1.0,185.0,185.0,15,False,No recorded payment for 185 days.
WS/MP18120/2026-2027/214158,ND-WRK-0769,Physical Inspection,995277.0,995277.0,1,1.0,185.0,185.0,15,False,No recorded payment for 185 days.
WS/MP18116/2025-2026/213831,ND-WRK-0450,Work partially Completed,1500000.0,1494508.0,1,0.996,190.0,211.0,15,False,No recorded payment for 211 days.
WS/MP18120/2026-2027/192782,ND-WRK-0765,Work partially Completed,300000.0,299757.0,1,0.999,,184.0,15,False,No recorded payment for 184 days.
WS/MP18111/2025-2026/177978,ND-WRK-0070,Physical Inspection,971247.0,971247.0,1,1.0,,272.0,15,False,No recorded payment for 272 days.
WS/MP18111/2025-2026/188364,ND-WRK-0098,Physical Inspection,287286.0,287286.0,2,1.0,427.0,363.0,15,False,No recorded payment for 363 days.
WS/MP18121/2024-2025/146766,ND-WRK-0778,Physical Inspection,1998833.0,1998833.0,1,1.0,279.0,279.0,15,False,No recorded payment for 279 days.
WS/MP18116/2025-2026/202759,ND-WRK-0436,Physical Inspection,500000.0,498270.0,1,0.997,218.0,218.0,15,False,No recorded payment for 218 days.
WS/MP673/2025-2026/176951,ND-WRK-2177,Physical Inspection,298963.0,298963.0,1,1.0,219.0,219.0,15,False,No recorded payment for 219 days.
WS/MP673/2025-2026/172566,ND-WRK-2175,Physical Inspection,300000.0,291682.0,1,0.972,,218.0,15,False,No recorded payment for 218 days.
WS/MP18118/2025-2026/252854,ND-WRK-0606,Work partially Completed,1000000.0,998878.0,1,0.999,217.0,244.0,15,False,No recorded payment for 244 days.
WS/MP18118/2025-2026/252861,ND-WRK-0612,Work partially Completed,1000000.0,1000000.0,1,1.0,217.0,244.0,15,False,No recorded payment for 244 days.
WS/MP18119/2025-2026/163482,ND-WRK-0687,Physical Inspection,700000.0,698488.0,1,0.998,304.0,244.0,15,False,No recorded payment for 244 days.
WS/MP18118/2025-2026/188318,ND-WRK-0601,Physical Inspection,499000.0,499000.0,1,1.0,,190.0,15,False,No recorded payment for 190 days.
WS/MP18116/2025-2026/232158,ND-WRK-0469,Work partially Completed,800000.0,759683.0,1,0.95,190.0,190.0,15,False,No recorded payment for 190 days.
WS/MP18120/2025-2026/174627,ND-WRK-0723,Physical Inspection,1498207.0,1498207.0,1,1.0,333.0,333.0,15,False,No recorded payment for 333 days.
WS/MP672/2026-2027/215131,ND-WRK-2154,Physical Inspection,2500000.0,1374996.0,1,0.55,,185.0,15,False,No recorded payment for 185 days.
WS/MP673/2025-2026/199029,ND-WRK-2181,Physical Inspection,693895.0,693895.0,1,1.0,219.0,191.0,15,False,No recorded payment for 191 days.
WS/MP681/2025-2026/163066,ND-WRK-2266,Work partially Completed,899978.0,888729.0,1,0.988,,213.0,15,False,No recorded payment for 213 days.
WS/MP18110/2026-2027/242058,ND-WRK-0023,Physical Inspection,2500000.0,2500000.0,1,1.0,244.0,185.0,15,False,No recorded payment for 185 days.
WS/MP681/2024-2025/163049,ND-WRK-2260,Physical Inspection,999478.0,999478.0,1,1.0,,305.0,15,False,No recorded payment for 305 days.
WS/MP18118/2025-2026/188310,ND-WRK-0593,Physical Inspection,800000.0,800000.0,1,1.0,218.0,218.0,15,False,No recorded payment for 218 days.
WS/MP18117/2025-2026/170729,ND-WRK-0544,Work partially Completed,1000000.0,1000000.0,1,1.0,-85.0,242.0,15,False,No recorded payment for 242 days.
WS/MP18117/2025-2026/170768,ND-WRK-0547,Work partially Completed,1000000.0,996000.0,1,0.996,-85.0,242.0,15,False,No recorded payment for 242 days.
WS/MP18117/2025-2026/164364,ND-WRK-0523,Physical Inspection,987710.0,987710.0,1,1.0,159.0,244.0,15,False,No recorded payment for 244 days.
WS/MP18117/2025-2026/164385,ND-WRK-0528,Physical Inspection,1000000.0,992586.0,1,0.993,129.0,183.0,15,False,No recorded payment for 183 days.
WS/MP18110/2025-2026/209776,ND-WRK-0006,Physical Inspection,1493825.0,1493825.0,1,1.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2024-2025/167291,ND-WRK-0001,Work Completed,1000000.0,974340.0,1,0.974,341.0,337.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2025-2026/209773,ND-WRK-0003,Physical Inspection,1000000.0,1000000.0,1,1.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2025-2026/209774,ND-WRK-0004,Physical Inspection,1000000.0,1000000.0,1,1.0,,7.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP692/2025-2026/158126,ND-WRK-2393,Sanction,500000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP692/2025-2026/164328,ND-WRK-2394,Work Completed,500000.0,498057.0,1,0.996,368.0,366.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2026-2027/262181,ND-WRK-0027,Sanction,1200000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2026-2027/263941,ND-WRK-0028,Sanction,1000000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2026-2027/263943,ND-WRK-0029,Sanction,1500000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2026-2027/263944,ND-WRK-0030,Sanction,1200000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2026-2027/263945,ND-WRK-0031,Sanction,1200000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2026-2027/263946,ND-WRK-0032,Sanction,1000000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2026-2027/263947,ND-WRK-0033,Sanction,1200000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2026-2027/263948,ND-WRK-0034,Sanction,1500000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2026-2027/263949,ND-WRK-0035,Sanction,1200000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2026-2027/269378,ND-WRK-0036,Sanction,2000000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2026-2027/269380,ND-WRK-0037,Sanction,1500000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP692/2026-2027/183448,ND-WRK-2406,Physical Inspection,500000.0,500000.0,1,1.0,63.0,32.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP692/2026-2027/183452,ND-WRK-2407,Physical Inspection,500000.0,499596.0,1,0.999,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP692/2026-2027/183466,ND-WRK-2408,Physical Inspection,500000.0,494585.0,1,0.989,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2026-2027/232199,ND-WRK-0514,Work partially Completed,1500000.0,1463967.0,1,0.976,4.0,4.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2026-2027/248969,ND-WRK-0515,Work partially Completed,1000000.0,977041.0,1,0.977,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18117/2024-2025/142021,ND-WRK-0516,Physical Inspection,1000000.0,1000000.0,1,1.0,939.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18117/2024-2025/142022,ND-WRK-0517,Physical Inspection,1000000.0,1000000.0,1,1.0,939.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2025-2026/236540,ND-WRK-0486,Work partially Completed,500000.0,499976.0,1,1.0,218.0,62.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2025-2026/240779,ND-WRK-0488,Work partially Completed,400000.0,396643.0,1,0.992,,-24.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2025-2026/240788,ND-WRK-0489,Work partially Completed,500000.0,491992.0,1,0.984,190.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2025-2026/240789,ND-WRK-0490,Work partially Completed,500000.0,474594.0,1,0.949,190.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2025-2026/209781,ND-WRK-0011,Sanction,2000000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2025-2026/209782,ND-WRK-0012,Physical Inspection,995411.0,995411.0,1,1.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2025-2026/209783,ND-WRK-0013,Sanction,1500000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2025-2026/209784,ND-WRK-0014,Physical Inspection,971493.0,971493.0,1,1.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2025-2026/209785,ND-WRK-0015,Physical Inspection,999962.0,999962.0,1,1.0,,4.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2025-2026/209786,ND-WRK-0016,Physical Inspection,1000000.0,990652.0,1,0.991,,-29.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2025-2026/242056,ND-WRK-0017,Physical Inspection,968030.0,968030.0,1,1.0,,32.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18110/2025-2026/242059,ND-WRK-0018,Physical Inspection,1000000.0,1000000.0,1,1.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2026-2027/213894,ND-WRK-0505,Sanction,300000.0,0.0,0,0.0,4.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2025-2026/240791,ND-WRK-0491,Work partially Completed,500000.0,488072.0,1,0.976,190.0,126.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2025-2026/240795,ND-WRK-0492,Work partially Completed,500000.0,488072.0,1,0.976,190.0,126.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2025-2026/241509,ND-WRK-0493,Work partially Completed,1000000.0,984512.0,1,0.985,190.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2025-2026/248386,ND-WRK-0494,Work partially Completed,1500000.0,1484041.0,1,0.989,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2025-2026/251624,ND-WRK-0496,Work partially Completed,1500000.0,0.0,0,0.0,218.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2025-2026/252830,ND-WRK-0497,Sanction,1500000.0,0.0,0,0.0,218.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2026-2027/186732,ND-WRK-0498,Work partially Completed,500000.0,492538.0,1,0.985,4.0,4.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2026-2027/186750,ND-WRK-0499,Work partially Completed,500000.0,492538.0,1,0.985,4.0,4.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2025-2026/235496,ND-WRK-0471,Work partially Completed,500000.0,492714.0,1,0.985,-24.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2025-2026/235500,ND-WRK-0472,Work partially Completed,500000.0,471677.0,1,0.943,190.0,4.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2025-2026/235747,ND-WRK-0473,Work partially Completed,500000.0,492000.0,1,0.984,218.0,63.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2025-2026/235750,ND-WRK-0474,Work partially Completed,1000000.0,992529.0,1,0.993,218.0,63.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2026-2027/224084,ND-WRK-0509,Sanction,1600000.0,0.0,0,0.0,4.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2026-2027/230997,ND-WRK-0512,Work partially Completed,1500000.0,1481828.0,1,0.988,4.0,4.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18116/2026-2027/232150,ND-WRK-0513,Physical Inspection,2500000.0,2447691.0,1,0.979,62.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18117/2025-2026/185253,ND-WRK-0549,Sanction,1500000.0,0.0,0,0.0,190.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18117/2024-2025/170214,ND-WRK-0518,Physical Inspection,1000000.0,1000000.0,1,1.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18117/2025-2026/164345,ND-WRK-0519,Time Estimation,1000000.0,0.0,0,0.0,-85.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18117/2025-2026/164347,ND-WRK-0520,Sanction,1000000.0,0.0,0,0.0,-85.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18117/2025-2026/164349,ND-WRK-0521,Time Estimation,1000000.0,0.0,0,0.0,-85.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18117/2025-2026/164358,ND-WRK-0522,Sanction,1000000.0,0.0,0,0.0,-85.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18117/2025-2026/164365,ND-WRK-0524,Sanction,1000000.0,0.0,0,0.0,159.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18117/2025-2026/164367,ND-WRK-0525,Sanction,1000000.0,0.0,0,0.0,159.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18117/2025-2026/164375,ND-WRK-0526,Sanction,500000.0,0.0,0,0.0,159.0,,0,False,No payment-progress review signal triggered by the current rules.
