work_id,demo_anonymous_id,work_type,financial_year,sanctioned_amount_inr,peer_count,peer_median_inr,peer_q1_inr,peer_q3_inr,cost_ratio_to_median,cost_score,cost_flag,cost_explanation
WS/MP18118/2025-2026/252897,ND-WRK-0627,Normal/Others,2025-2026,700000.0,1573,990000.0,500000.0,1000000.0,0.71,0.0,False,"Sanctioned amount ₹700,000 is 0.71× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252896,ND-WRK-0626,Normal/Others,2025-2026,600000.0,1573,990000.0,500000.0,1000000.0,0.61,0.0,False,"Sanctioned amount ₹600,000 is 0.61× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252895,ND-WRK-0625,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252894,ND-WRK-0624,Normal/Others,2025-2026,700000.0,1573,990000.0,500000.0,1000000.0,0.71,0.0,False,"Sanctioned amount ₹700,000 is 0.71× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252886,ND-WRK-0623,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252885,ND-WRK-0622,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252884,ND-WRK-0621,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252883,ND-WRK-0620,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252882,ND-WRK-0619,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252881,ND-WRK-0618,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252880,ND-WRK-0617,Normal/Others,2025-2026,991372.0,1573,990000.0,500000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹991,372 is 1.00× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252878,ND-WRK-0615,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252877,ND-WRK-0614,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252862,ND-WRK-0613,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2026-2027/271611,ND-WRK-0645,Normal/Others,2026-2027,1000000.0,683,1000000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/271610,ND-WRK-0644,Normal/Others,2026-2027,1000000.0,683,1000000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/271609,ND-WRK-0643,Normal/Others,2026-2027,1000000.0,683,1000000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/271608,ND-WRK-0642,Normal/Others,2026-2027,1000000.0,683,1000000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/271607,ND-WRK-0641,Normal/Others,2026-2027,500000.0,683,1000000.0,700000.0,1000000.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/271606,ND-WRK-0640,Normal/Others,2026-2027,1000000.0,683,1000000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/252853,ND-WRK-0638,Normal/Others,2026-2027,500000.0,683,1000000.0,700000.0,1000000.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/252848,ND-WRK-0637,Normal/Others,2026-2027,1000000.0,683,1000000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/188288,ND-WRK-0636,Normal/Others,2026-2027,748000.0,683,1000000.0,700000.0,1000000.0,0.75,0.0,False,"Sanctioned amount ₹748,000 is 0.75× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/188287,ND-WRK-0635,Normal/Others,2026-2027,750000.0,683,1000000.0,700000.0,1000000.0,0.75,0.0,False,"Sanctioned amount ₹750,000 is 0.75× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2025-2026/252915,ND-WRK-0634,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252903,ND-WRK-0633,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252902,ND-WRK-0632,Normal/Others,2025-2026,750000.0,1573,990000.0,500000.0,1000000.0,0.76,0.0,False,"Sanctioned amount ₹750,000 is 0.76× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252901,ND-WRK-0631,Normal/Others,2025-2026,750000.0,1573,990000.0,500000.0,1000000.0,0.76,0.0,False,"Sanctioned amount ₹750,000 is 0.76× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252900,ND-WRK-0630,Normal/Others,2025-2026,750000.0,1573,990000.0,500000.0,1000000.0,0.76,0.0,False,"Sanctioned amount ₹750,000 is 0.76× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163399,ND-WRK-0661,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163398,ND-WRK-0660,Normal/Others,2025-2026,700000.0,1573,990000.0,500000.0,1000000.0,0.71,0.0,False,"Sanctioned amount ₹700,000 is 0.71× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163397,ND-WRK-0659,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163396,ND-WRK-0658,Normal/Others,2025-2026,500000.0,1573,990000.0,500000.0,1000000.0,0.51,0.0,False,"Sanctioned amount ₹500,000 is 0.51× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163395,ND-WRK-0657,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163394,ND-WRK-0656,Normal/Others,2025-2026,500000.0,1573,990000.0,500000.0,1000000.0,0.51,0.0,False,"Sanctioned amount ₹500,000 is 0.51× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2026-2027/277098,ND-WRK-0655,Normal/Others,2026-2027,700000.0,683,1000000.0,700000.0,1000000.0,0.7,0.0,False,"Sanctioned amount ₹700,000 is 0.70× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/271666,ND-WRK-0654,Normal/Others,2026-2027,500000.0,683,1000000.0,700000.0,1000000.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/271665,ND-WRK-0653,Normal/Others,2026-2027,1000000.0,683,1000000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/271664,ND-WRK-0652,Normal/Others,2026-2027,700000.0,683,1000000.0,700000.0,1000000.0,0.7,0.0,False,"Sanctioned amount ₹700,000 is 0.70× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/271663,ND-WRK-0651,Normal/Others,2026-2027,1000000.0,683,1000000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/271662,ND-WRK-0650,Normal/Others,2026-2027,1000000.0,683,1000000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/271661,ND-WRK-0649,Normal/Others,2026-2027,500000.0,683,1000000.0,700000.0,1000000.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/271660,ND-WRK-0648,Normal/Others,2026-2027,500000.0,683,1000000.0,700000.0,1000000.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/271659,ND-WRK-0647,Normal/Others,2026-2027,500000.0,683,1000000.0,700000.0,1000000.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18118/2026-2027/271657,ND-WRK-0646,Normal/Others,2026-2027,1000000.0,683,1000000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2025-2026/163470,ND-WRK-0678,Normal/Others,2025-2026,795506.0,1573,990000.0,500000.0,1000000.0,0.8,0.0,False,"Sanctioned amount ₹795,506 is 0.80× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163469,ND-WRK-0677,Normal/Others,2025-2026,599950.0,1573,990000.0,500000.0,1000000.0,0.61,0.0,False,"Sanctioned amount ₹599,950 is 0.61× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163439,ND-WRK-0676,Normal/Others,2025-2026,1500000.0,1573,990000.0,500000.0,1000000.0,1.52,0.0,False,"Sanctioned amount ₹1,500,000 is 1.52× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163436,ND-WRK-0675,Normal/Others,2025-2026,1500000.0,1573,990000.0,500000.0,1000000.0,1.52,0.0,False,"Sanctioned amount ₹1,500,000 is 1.52× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163414,ND-WRK-0673,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163413,ND-WRK-0672,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163411,ND-WRK-0671,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163410,ND-WRK-0670,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163408,ND-WRK-0669,Normal/Others,2025-2026,1500000.0,1573,990000.0,500000.0,1000000.0,1.52,0.0,False,"Sanctioned amount ₹1,500,000 is 1.52× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163407,ND-WRK-0668,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163406,ND-WRK-0667,Normal/Others,2025-2026,500000.0,1573,990000.0,500000.0,1000000.0,0.51,0.0,False,"Sanctioned amount ₹500,000 is 0.51× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163404,ND-WRK-0666,Normal/Others,2025-2026,1500000.0,1573,990000.0,500000.0,1000000.0,1.52,0.0,False,"Sanctioned amount ₹1,500,000 is 1.52× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163403,ND-WRK-0665,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163402,ND-WRK-0664,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163401,ND-WRK-0663,Normal/Others,2025-2026,1200000.0,1573,990000.0,500000.0,1000000.0,1.21,0.0,False,"Sanctioned amount ₹1,200,000 is 1.21× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163400,ND-WRK-0662,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/233666,ND-WRK-0692,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/232206,ND-WRK-0691,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163577,ND-WRK-0690,Normal/Others,2025-2026,299369.0,1573,990000.0,500000.0,1000000.0,0.3,0.0,False,"Sanctioned amount ₹299,369 is 0.30× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163575,ND-WRK-0689,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163574,ND-WRK-0688,Normal/Others,2025-2026,1000000.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163482,ND-WRK-0687,Normal/Others,2025-2026,700000.0,1573,990000.0,500000.0,1000000.0,0.71,0.0,False,"Sanctioned amount ₹700,000 is 0.71× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163480,ND-WRK-0686,Normal/Others,2025-2026,500000.0,1573,990000.0,500000.0,1000000.0,0.51,0.0,False,"Sanctioned amount ₹500,000 is 0.51× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163479,ND-WRK-0685,Normal/Others,2025-2026,500000.0,1573,990000.0,500000.0,1000000.0,0.51,0.0,False,"Sanctioned amount ₹500,000 is 0.51× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163478,ND-WRK-0684,Normal/Others,2025-2026,697850.0,1573,990000.0,500000.0,1000000.0,0.7,0.0,False,"Sanctioned amount ₹697,850 is 0.70× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163477,ND-WRK-0683,Normal/Others,2025-2026,700000.0,1573,990000.0,500000.0,1000000.0,0.71,0.0,False,"Sanctioned amount ₹700,000 is 0.71× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163476,ND-WRK-0682,Normal/Others,2025-2026,300000.0,1573,990000.0,500000.0,1000000.0,0.3,0.0,False,"Sanctioned amount ₹300,000 is 0.30× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163475,ND-WRK-0681,Normal/Others,2025-2026,796440.0,1573,990000.0,500000.0,1000000.0,0.8,0.0,False,"Sanctioned amount ₹796,440 is 0.80× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163473,ND-WRK-0680,Normal/Others,2025-2026,298168.0,1573,990000.0,500000.0,1000000.0,0.3,0.0,False,"Sanctioned amount ₹298,168 is 0.30× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2025-2026/163471,ND-WRK-0679,Normal/Others,2025-2026,800000.0,1573,990000.0,500000.0,1000000.0,0.81,0.0,False,"Sanctioned amount ₹800,000 is 0.81× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2026-2027/256546,ND-WRK-0710,Normal/Others,2026-2027,300000.0,683,1000000.0,700000.0,1000000.0,0.3,0.0,False,"Sanctioned amount ₹300,000 is 0.30× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/256544,ND-WRK-0709,Normal/Others,2026-2027,400000.0,683,1000000.0,700000.0,1000000.0,0.4,0.0,False,"Sanctioned amount ₹400,000 is 0.40× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/256541,ND-WRK-0708,Normal/Others,2026-2027,600000.0,683,1000000.0,700000.0,1000000.0,0.6,0.0,False,"Sanctioned amount ₹600,000 is 0.60× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/256540,ND-WRK-0707,Normal/Others,2026-2027,700000.0,683,1000000.0,700000.0,1000000.0,0.7,0.0,False,"Sanctioned amount ₹700,000 is 0.70× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/256539,ND-WRK-0706,Normal/Others,2026-2027,300000.0,683,1000000.0,700000.0,1000000.0,0.3,0.0,False,"Sanctioned amount ₹300,000 is 0.30× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/256538,ND-WRK-0705,Normal/Others,2026-2027,400000.0,683,1000000.0,700000.0,1000000.0,0.4,0.0,False,"Sanctioned amount ₹400,000 is 0.40× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/256537,ND-WRK-0704,Normal/Others,2026-2027,400000.0,683,1000000.0,700000.0,1000000.0,0.4,0.0,False,"Sanctioned amount ₹400,000 is 0.40× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/256535,ND-WRK-0703,Normal/Others,2026-2027,800000.0,683,1000000.0,700000.0,1000000.0,0.8,0.0,False,"Sanctioned amount ₹800,000 is 0.80× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/256534,ND-WRK-0702,Normal/Others,2026-2027,300000.0,683,1000000.0,700000.0,1000000.0,0.3,0.0,False,"Sanctioned amount ₹300,000 is 0.30× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/256533,ND-WRK-0701,Normal/Others,2026-2027,350000.0,683,1000000.0,700000.0,1000000.0,0.35,0.0,False,"Sanctioned amount ₹350,000 is 0.35× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/256532,ND-WRK-0700,Normal/Others,2026-2027,400000.0,683,1000000.0,700000.0,1000000.0,0.4,0.0,False,"Sanctioned amount ₹400,000 is 0.40× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/233662,ND-WRK-0699,Normal/Others,2026-2027,1000000.0,683,1000000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/233660,ND-WRK-0698,Normal/Others,2026-2027,1000000.0,683,1000000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/233653,ND-WRK-0697,Normal/Others,2026-2027,1000000.0,683,1000000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/163481,ND-WRK-0696,Normal/Others,2026-2027,700000.0,683,1000000.0,700000.0,1000000.0,0.7,0.0,False,"Sanctioned amount ₹700,000 is 0.70× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/163474,ND-WRK-0695,Normal/Others,2026-2027,800000.0,683,1000000.0,700000.0,1000000.0,0.8,0.0,False,"Sanctioned amount ₹800,000 is 0.80× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18120/2025-2026/190403,ND-WRK-0732,Normal/Others,2025-2026,993000.0,1573,990000.0,500000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹993,000 is 1.00× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/189536,ND-WRK-0729,Normal/Others,2025-2026,991576.0,1573,990000.0,500000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹991,576 is 1.00× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/189535,ND-WRK-0728,Normal/Others,2025-2026,998507.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹998,507 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/180360,ND-WRK-0727,Normal/Others,2025-2026,1498945.0,1573,990000.0,500000.0,1000000.0,1.51,0.0,False,"Sanctioned amount ₹1,498,945 is 1.51× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/174642,ND-WRK-0726,Normal/Others,2025-2026,996314.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹996,314 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/174629,ND-WRK-0724,Normal/Others,2025-2026,1492857.0,1573,990000.0,500000.0,1000000.0,1.51,0.0,False,"Sanctioned amount ₹1,492,857 is 1.51× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/174627,ND-WRK-0723,Normal/Others,2025-2026,1498207.0,1573,990000.0,500000.0,1000000.0,1.51,0.0,False,"Sanctioned amount ₹1,498,207 is 1.51× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/174626,ND-WRK-0722,Normal/Others,2025-2026,1485959.0,1573,990000.0,500000.0,1000000.0,1.5,0.0,False,"Sanctioned amount ₹1,485,959 is 1.50× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/169263,ND-WRK-0721,Normal/Others,2025-2026,999444.0,1573,990000.0,500000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹999,444 is 1.01× the peer median ₹990,000 across 1573 comparable works."
WS/MP18119/2026-2027/274729,ND-WRK-0717,Normal/Others,2026-2027,600000.0,683,1000000.0,700000.0,1000000.0,0.6,0.0,False,"Sanctioned amount ₹600,000 is 0.60× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/259515,ND-WRK-0716,Normal/Others,2026-2027,300000.0,683,1000000.0,700000.0,1000000.0,0.3,0.0,False,"Sanctioned amount ₹300,000 is 0.30× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/256558,ND-WRK-0715,Normal/Others,2026-2027,400000.0,683,1000000.0,700000.0,1000000.0,0.4,0.0,False,"Sanctioned amount ₹400,000 is 0.40× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/256557,ND-WRK-0714,Normal/Others,2026-2027,500000.0,683,1000000.0,700000.0,1000000.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/256555,ND-WRK-0713,Normal/Others,2026-2027,300000.0,683,1000000.0,700000.0,1000000.0,0.3,0.0,False,"Sanctioned amount ₹300,000 is 0.30× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/256553,ND-WRK-0712,Normal/Others,2026-2027,500000.0,683,1000000.0,700000.0,1000000.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18119/2026-2027/256548,ND-WRK-0711,Normal/Others,2026-2027,200000.0,683,1000000.0,700000.0,1000000.0,0.2,0.0,False,"Sanctioned amount ₹200,000 is 0.20× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18120/2025-2026/225805,ND-WRK-0748,Normal/Others,2025-2026,240611.0,1573,990000.0,500000.0,1000000.0,0.24,0.0,False,"Sanctioned amount ₹240,611 is 0.24× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/225804,ND-WRK-0747,Normal/Others,2025-2026,240611.0,1573,990000.0,500000.0,1000000.0,0.24,0.0,False,"Sanctioned amount ₹240,611 is 0.24× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/225803,ND-WRK-0746,Normal/Others,2025-2026,240611.0,1573,990000.0,500000.0,1000000.0,0.24,0.0,False,"Sanctioned amount ₹240,611 is 0.24× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/225802,ND-WRK-0745,Normal/Others,2025-2026,240611.0,1573,990000.0,500000.0,1000000.0,0.24,0.0,False,"Sanctioned amount ₹240,611 is 0.24× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/225801,ND-WRK-0744,Normal/Others,2025-2026,240611.0,1573,990000.0,500000.0,1000000.0,0.24,0.0,False,"Sanctioned amount ₹240,611 is 0.24× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/225800,ND-WRK-0743,Normal/Others,2025-2026,240611.0,1573,990000.0,500000.0,1000000.0,0.24,0.0,False,"Sanctioned amount ₹240,611 is 0.24× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/218863,ND-WRK-0742,Normal/Others,2025-2026,500000.0,1573,990000.0,500000.0,1000000.0,0.51,0.0,False,"Sanctioned amount ₹500,000 is 0.51× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/213059,ND-WRK-0741,Normal/Others,2025-2026,994661.0,1573,990000.0,500000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹994,661 is 1.00× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/213055,ND-WRK-0740,Normal/Others,2025-2026,986725.0,1573,990000.0,500000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹986,725 is 1.00× the peer median ₹990,000 across 1573 comparable works."
